,nr,participant,run,direction,surface,count,dur
0,188,WVPV,noucrain,B,gaze_tm,60,10230.01000000001
0,188,WVPV,noucrain,B,gaze_tmopt,213,10230.01000000001
0,188,WVPV,noucrain,B,none,32,10230.01000000001
0,470,TTVN,nouctun,FL,total,1076,9030.0
0,470,TTVN,nouctun,FL,gaze_fw,837,9030.0
0,470,TTVN,nouctun,FL,gaze_ic,190,9030.0
0,470,TTVN,nouctun,FL,gaze_lm,0,9030.0
0,470,TTVN,nouctun,FL,gaze_lmopt,0,9030.0
0,470,TTVN,nouctun,FL,gaze_tm,43,9030.0
0,470,TTVN,nouctun,FL,gaze_tmopt,45,9030.0
0,470,TTVN,nouctun,FL,none,7,9030.0
0,471,TTVN,nouctun,FR,total,1128,9480.0
0,471,TTVN,nouctun,FR,gaze_fw,978,9480.0
0,471,TTVN,nouctun,FR,gaze_ic,150,9480.0
0,471,TTVN,nouctun,FR,gaze_lm,0,9480.0
0,471,TTVN,nouctun,FR,gaze_lmopt,0,9480.0
0,471,TTVN,nouctun,FR,gaze_tm,0,9480.0
0,471,TTVN,nouctun,FR,gaze_tmopt,0,9480.0
0,471,TTVN,nouctun,FR,none,1,9480.0
0,472,TTVN,nouctun,FL,total,1088,9160.0
0,472,TTVN,nouctun,FL,gaze_fw,880,9160.0
0,472,TTVN,nouctun,FL,gaze_ic,152,9160.0
0,472,TTVN,nouctun,FL,gaze_lm,0,9160.0
0,472,TTVN,nouctun,FL,gaze_lmopt,0,9160.0
0,472,TTVN,nouctun,FL,gaze_tm,32,9160.0
0,472,TTVN,nouctun,FL,gaze_tmopt,33,9160.0
0,472,TTVN,nouctun,FL,none,25,9160.0
0,473,TTVN,nouctun,BL,total,1152,9683.328125
0,473,TTVN,nouctun,BL,gaze_fw,960,9683.328125
0,473,TTVN,nouctun,BL,gaze_ic,0,9683.328125
0,473,TTVN,nouctun,BL,gaze_lm,0,9683.328125
0,473,TTVN,nouctun,BL,gaze_lmopt,0,9683.328125
0,473,TTVN,nouctun,BL,gaze_tm,139,9683.328125
0,473,TTVN,nouctun,BL,gaze_tmopt,144,9683.328125
0,473,TTVN,nouctun,BL,none,54,9683.328125
0,474,TTVN,nouctun,BR,total,1159,9743.328125
0,474,TTVN,nouctun,BR,gaze_fw,964,9743.328125
0,474,TTVN,nouctun,BR,gaze_ic,101,9743.328125
0,474,TTVN,nouctun,BR,gaze_lm,0,9743.328125
0,474,TTVN,nouctun,BR,gaze_lmopt,0,9743.328125
0,474,TTVN,nouctun,BR,gaze_tm,71,9743.328125
0,474,TTVN,nouctun,BR,gaze_tmopt,76,9743.328125
0,474,TTVN,nouctun,BR,none,23,9743.328125
0,475,TTVN,nouctun,FRs,total,401,3380.0
0,475,TTVN,nouctun,FRs,gaze_fw,302,3380.0
0,475,TTVN,nouctun,FRs,gaze_ic,99,3380.0
0,475,TTVN,nouctun,FRs,gaze_lm,0,3380.0
0,475,TTVN,nouctun,FRs,gaze_lmopt,0,3380.0
0,475,TTVN,nouctun,FRs,gaze_tm,0,3380.0
0,475,TTVN,nouctun,FRs,gaze_tmopt,0,3380.0
0,475,TTVN,nouctun,FRs,none,2,3380.0
0,476,TTVN,nouctun,FL,total,1057,8890.0
0,476,TTVN,nouctun,FL,gaze_fw,899,8890.0
0,476,TTVN,nouctun,FL,gaze_ic,129,8890.0
0,476,TTVN,nouctun,FL,gaze_lm,0,8890.0
0,476,TTVN,nouctun,FL,gaze_lmopt,0,8890.0
0,476,TTVN,nouctun,FL,gaze_tm,0,8890.0
0,476,TTVN,nouctun,FL,gaze_tmopt,0,8890.0
0,476,TTVN,nouctun,FL,none,30,8890.0
0,477,TTVN,nouctun,BL,total,1140,9586.65625
0,477,TTVN,nouctun,BL,gaze_fw,1019,9586.65625
0,477,TTVN,nouctun,BL,gaze_ic,96,9586.65625
0,477,TTVN,nouctun,BL,gaze_lm,0,9586.65625
0,477,TTVN,nouctun,BL,gaze_lmopt,0,9586.65625
0,477,TTVN,nouctun,BL,gaze_tm,0,9586.65625
0,477,TTVN,nouctun,BL,gaze_tmopt,0,9586.65625
0,477,TTVN,nouctun,BL,none,26,9586.65625
0,478,TTVN,nouctun,FRs,total,386,3239.899999999994
0,478,TTVN,nouctun,FRs,gaze_fw,387,3239.899999999994
0,478,TTVN,nouctun,FRs,gaze_ic,0,3239.899999999994
0,478,TTVN,nouctun,FRs,gaze_lm,0,3239.899999999994
0,478,TTVN,nouctun,FRs,gaze_lmopt,0,3239.899999999994
0,478,TTVN,nouctun,FRs,gaze_tm,0,3239.899999999994
0,478,TTVN,nouctun,FRs,gaze_tmopt,0,3239.899999999994
0,478,TTVN,nouctun,FRs,none,0,3239.899999999994
0,479,TTVN,nouctun,BR,total,1160,9733.328125
0,479,TTVN,nouctun,BR,gaze_fw,872,9733.328125
0,479,TTVN,nouctun,BR,gaze_ic,210,9733.328125
0,479,TTVN,nouctun,BR,gaze_lm,0,9733.328125
0,479,TTVN,nouctun,BR,gaze_lmopt,0,9733.328125
0,479,TTVN,nouctun,BR,gaze_tm,43,9733.328125
0,479,TTVN,nouctun,BR,gaze_tmopt,43,9733.328125
0,479,TTVN,nouctun,BR,none,36,9733.328125
0,480,TTVN,nouctun,BL,total,9251,
0,480,TTVN,nouctun,BL,gaze_fw,7368,
0,480,TTVN,nouctun,BL,gaze_ic,1249,
0,480,TTVN,nouctun,BL,gaze_lm,14,
0,480,TTVN,nouctun,BL,gaze_lmopt,57,
0,480,TTVN,nouctun,BL,gaze_tm,16,
0,480,TTVN,nouctun,BL,gaze_tmopt,25,
0,480,TTVN,nouctun,BL,none,554,
0,481,TTVN,nouctun,BR,total,1100,9240.0
0,481,TTVN,nouctun,BR,gaze_fw,962,9240.0
0,481,TTVN,nouctun,BR,gaze_ic,82,9240.0
0,481,TTVN,nouctun,BR,gaze_lm,2,9240.0
0,481,TTVN,nouctun,BR,gaze_lmopt,24,9240.0
0,481,TTVN,nouctun,BR,gaze_tm,0,9240.0
0,481,TTVN,nouctun,BR,gaze_tmopt,0,9240.0
0,481,TTVN,nouctun,BR,none,33,9240.0
0,482,TTVN,nouctun,FR,total,1165,9760.0
0,482,TTVN,nouctun,FR,gaze_fw,1065,9760.0
0,482,TTVN,nouctun,FR,gaze_ic,70,9760.0
0,482,TTVN,nouctun,FR,gaze_lm,0,9760.0
0,482,TTVN,nouctun,FR,gaze_lmopt,0,9760.0
0,482,TTVN,nouctun,FR,gaze_tm,0,9760.0
0,482,TTVN,nouctun,FR,gaze_tmopt,0,9760.0
0,482,TTVN,nouctun,FR,none,30,9760.0
0,483,TTVN,nouctun,FR,total,1101,9409.98999999999
0,483,TTVN,nouctun,FR,gaze_fw,967,9409.98999999999
0,483,TTVN,nouctun,FR,gaze_ic,60,9409.98999999999
0,483,TTVN,nouctun,FR,gaze_lm,12,9409.98999999999
0,483,TTVN,nouctun,FR,gaze_lmopt,32,9409.98999999999
0,483,TTVN,nouctun,FR,gaze_tm,0,9409.98999999999
0,483,TTVN,nouctun,FR,gaze_tmopt,0,9409.98999999999
0,483,TTVN,nouctun,FR,none,43,9409.98999999999
0,484,TTVN,uctun,FL,total,1063,8950.0
0,484,TTVN,uctun,FL,gaze_fw,935,8950.0
0,484,TTVN,uctun,FL,gaze_ic,49,8950.0
0,484,TTVN,uctun,FL,gaze_lm,17,8950.0
0,484,TTVN,uctun,FL,gaze_lmopt,33,8950.0
0,484,TTVN,uctun,FL,gaze_tm,0,8950.0
0,484,TTVN,uctun,FL,gaze_tmopt,19,8950.0
0,484,TTVN,uctun,FL,none,48,8950.0
0,485,TTVN,uctun,FR,total,1144,9620.01000000001
0,485,TTVN,uctun,FR,gaze_fw,1068,9620.01000000001
0,485,TTVN,uctun,FR,gaze_ic,0,9620.01000000001
0,485,TTVN,uctun,FR,gaze_lm,36,9620.01000000001
0,485,TTVN,uctun,FR,gaze_lmopt,56,9620.01000000001
0,485,TTVN,uctun,FR,gaze_tm,0,9620.01000000001
0,485,TTVN,uctun,FR,gaze_tmopt,0,9620.01000000001
0,485,TTVN,uctun,FR,none,21,9620.01000000001
0,486,TTVN,uctun,FL,total,1212,10210.01999999999
0,486,TTVN,uctun,FL,gaze_fw,966,10210.01999999999
0,486,TTVN,uctun,FL,gaze_ic,240,10210.01999999999
0,486,TTVN,uctun,FL,gaze_lm,0,10210.01999999999
0,486,TTVN,uctun,FL,gaze_lmopt,0,10210.01999999999
0,486,TTVN,uctun,FL,gaze_tm,0,10210.01999999999
0,486,TTVN,uctun,FL,gaze_tmopt,0,10210.01999999999
0,486,TTVN,uctun,FL,none,6,10210.01999999999
0,487,TTVN,uctun,BL,total,1132,9530.0
0,487,TTVN,uctun,BL,gaze_fw,788,9530.0
0,487,TTVN,uctun,BL,gaze_ic,269,9530.0
0,487,TTVN,uctun,BL,gaze_lm,0,9530.0
0,487,TTVN,uctun,BL,gaze_lmopt,0,9530.0
0,487,TTVN,uctun,BL,gaze_tm,57,9530.0
0,487,TTVN,uctun,BL,gaze_tmopt,59,9530.0
0,487,TTVN,uctun,BL,none,16,9530.0
0,488,TTVN,uctun,BR,total,1136,9540.0
0,488,TTVN,uctun,BR,gaze_fw,787,9540.0
0,488,TTVN,uctun,BR,gaze_ic,139,9540.0
0,488,TTVN,uctun,BR,gaze_lm,19,9540.0
0,488,TTVN,uctun,BR,gaze_lmopt,44,9540.0
0,488,TTVN,uctun,BR,gaze_tm,85,9540.0
0,488,TTVN,uctun,BR,gaze_tmopt,88,9540.0
0,488,TTVN,uctun,BR,none,81,9540.0
0,489,TTVN,uctun,FRs,total,386,3250.0
0,489,TTVN,uctun,FRs,gaze_fw,387,3250.0
0,489,TTVN,uctun,FRs,gaze_ic,0,3250.0
0,489,TTVN,uctun,FRs,gaze_lm,0,3250.0
0,489,TTVN,uctun,FRs,gaze_lmopt,0,3250.0
0,489,TTVN,uctun,FRs,gaze_tm,0,3250.0
0,489,TTVN,uctun,FRs,gaze_tmopt,0,3250.0
0,489,TTVN,uctun,FRs,none,0,3250.0
0,490,TTVN,uctun,FL,total,1487,12510.0
0,490,TTVN,uctun,FL,gaze_fw,1169,12510.0
0,490,TTVN,uctun,FL,gaze_ic,291,12510.0
0,490,TTVN,uctun,FL,gaze_lm,0,12510.0
0,490,TTVN,uctun,FL,gaze_lmopt,0,12510.0
0,490,TTVN,uctun,FL,gaze_tm,0,12510.0
0,490,TTVN,uctun,FL,gaze_tmopt,0,12510.0
0,490,TTVN,uctun,FL,none,28,12510.0
0,491,TTVN,uctun,BL,total,1143,9623.3125
0,491,TTVN,uctun,BL,gaze_fw,974,9623.3125
0,491,TTVN,uctun,BL,gaze_ic,129,9623.3125
0,491,TTVN,uctun,BL,gaze_lm,0,9623.3125
0,491,TTVN,uctun,BL,gaze_lmopt,0,9623.3125
0,491,TTVN,uctun,BL,gaze_tm,27,9623.3125
0,491,TTVN,uctun,BL,gaze_tmopt,30,9623.3125
0,491,TTVN,uctun,BL,none,15,9623.3125
0,492,TTVN,uctun,FRs,total,394,3340.0
0,492,TTVN,uctun,FRs,gaze_fw,345,3340.0
0,492,TTVN,uctun,FRs,gaze_ic,49,3340.0
0,492,TTVN,uctun,FRs,gaze_lm,0,3340.0
0,492,TTVN,uctun,FRs,gaze_lmopt,0,3340.0
0,492,TTVN,uctun,FRs,gaze_tm,0,3340.0
0,492,TTVN,uctun,FRs,gaze_tmopt,0,3340.0
0,492,TTVN,uctun,FRs,none,1,3340.0
0,493,TTVN,uctun,BR,total,1136,9590.0
0,493,TTVN,uctun,BR,gaze_fw,888,9590.0
0,493,TTVN,uctun,BR,gaze_ic,142,9590.0
0,493,TTVN,uctun,BR,gaze_lm,0,9590.0
0,493,TTVN,uctun,BR,gaze_lmopt,0,9590.0
0,493,TTVN,uctun,BR,gaze_tm,39,9590.0
0,493,TTVN,uctun,BR,gaze_tmopt,39,9590.0
0,493,TTVN,uctun,BR,none,69,9590.0
0,494,TTVN,uctun,BL,total,1902,15970.0
0,494,TTVN,uctun,BL,gaze_fw,1544,15970.0
0,494,TTVN,uctun,BL,gaze_ic,244,15970.0
0,494,TTVN,uctun,BL,gaze_lm,0,15970.0
0,494,TTVN,uctun,BL,gaze_lmopt,0,15970.0
0,494,TTVN,uctun,BL,gaze_tm,38,15970.0
0,494,TTVN,uctun,BL,gaze_tmopt,39,15970.0
0,494,TTVN,uctun,BL,none,77,15970.0
0,495,TTVN,uctun,BR,total,1108,9310.0
0,495,TTVN,uctun,BR,gaze_fw,922,9310.0
0,495,TTVN,uctun,BR,gaze_ic,181,9310.0
0,495,TTVN,uctun,BR,gaze_lm,0,9310.0
0,495,TTVN,uctun,BR,gaze_lmopt,0,9310.0
0,495,TTVN,uctun,BR,gaze_tm,0,9310.0
0,495,TTVN,uctun,BR,gaze_tmopt,0,9310.0
0,495,TTVN,uctun,BR,none,6,9310.0
0,496,TTVN,uctun,FR,total,1635,13740.0
0,496,TTVN,uctun,FR,gaze_fw,1480,13740.0
0,496,TTVN,uctun,FR,gaze_ic,62,13740.0
0,496,TTVN,uctun,FR,gaze_lm,30,13740.0
0,496,TTVN,uctun,FR,gaze_lmopt,35,13740.0
0,496,TTVN,uctun,FR,gaze_tm,0,13740.0
0,496,TTVN,uctun,FR,gaze_tmopt,0,13740.0
0,496,TTVN,uctun,FR,none,59,13740.0
0,497,TTVN,uctun,FR,total,1519,12790.0
0,497,TTVN,uctun,FR,gaze_fw,1330,12790.0
0,497,TTVN,uctun,FR,gaze_ic,105,12790.0
0,497,TTVN,uctun,FR,gaze_lm,39,12790.0
0,497,TTVN,uctun,FR,gaze_lmopt,53,12790.0
0,497,TTVN,uctun,FR,gaze_tm,0,12790.0
0,497,TTVN,uctun,FR,gaze_tmopt,0,12790.0
0,497,TTVN,uctun,FR,none,31,12790.0
0,456,TTVN,noucfog,FL,total,1040,8759.990000000005
0,456,TTVN,noucfog,FL,gaze_fw,947,8759.990000000005
0,456,TTVN,noucfog,FL,gaze_ic,89,8759.990000000005
0,456,TTVN,noucfog,FL,gaze_lm,0,8759.990000000005
0,456,TTVN,noucfog,FL,gaze_lmopt,0,8759.990000000005
0,456,TTVN,noucfog,FL,gaze_tm,0,8759.990000000005
0,456,TTVN,noucfog,FL,gaze_tmopt,0,8759.990000000005
0,456,TTVN,noucfog,FL,none,5,8759.990000000005
0,457,TTVN,noucfog,FR,total,1694,14220.009999999995
0,457,TTVN,noucfog,FR,gaze_fw,1480,14220.009999999995
0,457,TTVN,noucfog,FR,gaze_ic,59,14220.009999999995
0,457,TTVN,noucfog,FR,gaze_lm,26,14220.009999999995
0,457,TTVN,noucfog,FR,gaze_lmopt,78,14220.009999999995
0,457,TTVN,noucfog,FR,gaze_tm,24,14220.009999999995
0,457,TTVN,noucfog,FR,gaze_tmopt,24,14220.009999999995
0,457,TTVN,noucfog,FR,none,55,14220.009999999995
0,458,TTVN,noucfog,FL,total,1029,8640.0
0,458,TTVN,noucfog,FL,gaze_fw,954,8640.0
0,458,TTVN,noucfog,FL,gaze_ic,55,8640.0
0,458,TTVN,noucfog,FL,gaze_lm,0,8640.0
0,458,TTVN,noucfog,FL,gaze_lmopt,0,8640.0
0,458,TTVN,noucfog,FL,gaze_tm,0,8640.0
0,458,TTVN,noucfog,FL,gaze_tmopt,0,8640.0
0,458,TTVN,noucfog,FL,none,23,8640.0
0,459,TTVN,noucfog,BL,total,1104,9286.65625
0,459,TTVN,noucfog,BL,gaze_fw,1024,9286.65625
0,459,TTVN,noucfog,BL,gaze_ic,57,9286.65625
0,459,TTVN,noucfog,BL,gaze_lm,0,9286.65625
0,459,TTVN,noucfog,BL,gaze_lmopt,0,9286.65625
0,459,TTVN,noucfog,BL,gaze_tm,0,9286.65625
0,459,TTVN,noucfog,BL,gaze_tmopt,0,9286.65625
0,459,TTVN,noucfog,BL,none,24,9286.65625
0,460,TTVN,noucfog,BR,total,1104,9286.640625
0,460,TTVN,noucfog,BR,gaze_fw,890,9286.640625
0,460,TTVN,noucfog,BR,gaze_ic,77,9286.640625
0,460,TTVN,noucfog,BR,gaze_lm,0,9286.640625
0,460,TTVN,noucfog,BR,gaze_lmopt,0,9286.640625
0,460,TTVN,noucfog,BR,gaze_tm,80,9286.640625
0,460,TTVN,noucfog,BR,gaze_tmopt,86,9286.640625
0,460,TTVN,noucfog,BR,none,58,9286.640625
0,461,TTVN,noucfog,FRs,total,390,3290.0
0,461,TTVN,noucfog,FRs,gaze_fw,217,3290.0
0,461,TTVN,noucfog,FRs,gaze_ic,4,3290.0
0,461,TTVN,noucfog,FRs,gaze_lm,55,3290.0
0,461,TTVN,noucfog,FRs,gaze_lmopt,63,3290.0
0,461,TTVN,noucfog,FRs,gaze_tm,21,3290.0
0,461,TTVN,noucfog,FRs,gaze_tmopt,23,3290.0
0,461,TTVN,noucfog,FRs,none,86,3290.0
0,462,TTVN,noucfog,FL,total,1064,8950.0
0,462,TTVN,noucfog,FL,gaze_fw,975,8950.0
0,462,TTVN,noucfog,FL,gaze_ic,70,8950.0
0,462,TTVN,noucfog,FL,gaze_lm,0,8950.0
0,462,TTVN,noucfog,FL,gaze_lmopt,0,8950.0
0,462,TTVN,noucfog,FL,gaze_tm,0,8950.0
0,462,TTVN,noucfog,FL,gaze_tmopt,0,8950.0
0,462,TTVN,noucfog,FL,none,20,8950.0
0,463,TTVN,noucfog,BL,total,1164,9803.328125
0,463,TTVN,noucfog,BL,gaze_fw,1021,9803.328125
0,463,TTVN,noucfog,BL,gaze_ic,58,9803.328125
0,463,TTVN,noucfog,BL,gaze_lm,0,9803.328125
0,463,TTVN,noucfog,BL,gaze_lmopt,0,9803.328125
0,463,TTVN,noucfog,BL,gaze_tm,47,9803.328125
0,463,TTVN,noucfog,BL,gaze_tmopt,48,9803.328125
0,463,TTVN,noucfog,BL,none,38,9803.328125
0,464,TTVN,noucfog,FRs,total,382,3210.0
0,464,TTVN,noucfog,FRs,gaze_fw,314,3210.0
0,464,TTVN,noucfog,FRs,gaze_ic,0,3210.0
0,464,TTVN,noucfog,FRs,gaze_lm,60,3210.0
0,464,TTVN,noucfog,FRs,gaze_lmopt,62,3210.0
0,464,TTVN,noucfog,FRs,gaze_tm,0,3210.0
0,464,TTVN,noucfog,FRs,gaze_tmopt,0,3210.0
0,464,TTVN,noucfog,FRs,none,7,3210.0
0,465,TTVN,noucfog,BR,total,1152,9625.163750000007
0,465,TTVN,noucfog,BR,gaze_fw,907,9625.163750000007
0,465,TTVN,noucfog,BR,gaze_ic,122,9625.163750000007
0,465,TTVN,noucfog,BR,gaze_lm,0,9625.163750000007
0,465,TTVN,noucfog,BR,gaze_lmopt,0,9625.163750000007
0,465,TTVN,noucfog,BR,gaze_tm,82,9625.163750000007
0,465,TTVN,noucfog,BR,gaze_tmopt,86,9625.163750000007
0,465,TTVN,noucfog,BR,none,41,9625.163750000007
0,466,TTVN,noucfog,BL,total,1156,9756.65625
0,466,TTVN,noucfog,BL,gaze_fw,934,9756.65625
0,466,TTVN,noucfog,BL,gaze_ic,90,9756.65625
0,466,TTVN,noucfog,BL,gaze_lm,0,9756.65625
0,466,TTVN,noucfog,BL,gaze_lmopt,2,9756.65625
0,466,TTVN,noucfog,BL,gaze_tm,99,9756.65625
0,466,TTVN,noucfog,BL,gaze_tmopt,102,9756.65625
0,466,TTVN,noucfog,BL,none,33,9756.65625
0,467,TTVN,noucfog,BR,total,1108,9293.32250000001
0,467,TTVN,noucfog,BR,gaze_fw,869,9293.32250000001
0,467,TTVN,noucfog,BR,gaze_ic,136,9293.32250000001
0,467,TTVN,noucfog,BR,gaze_lm,0,9293.32250000001
0,467,TTVN,noucfog,BR,gaze_lmopt,0,9293.32250000001
0,467,TTVN,noucfog,BR,gaze_tm,56,9293.32250000001
0,467,TTVN,noucfog,BR,gaze_tmopt,60,9293.32250000001
0,467,TTVN,noucfog,BR,none,47,9293.32250000001
0,468,TTVN,noucfog,FR,total,1168,9820.0
0,468,TTVN,noucfog,FR,gaze_fw,993,9820.0
0,468,TTVN,noucfog,FR,gaze_ic,2,9820.0
0,468,TTVN,noucfog,FR,gaze_lm,116,9820.0
0,468,TTVN,noucfog,FR,gaze_lmopt,118,9820.0
0,468,TTVN,noucfog,FR,gaze_tm,0,9820.0
0,468,TTVN,noucfog,FR,gaze_tmopt,0,9820.0
0,468,TTVN,noucfog,FR,none,57,9820.0
0,469,TTVN,noucfog,FR,total,1311,11019.969999999972
0,469,TTVN,noucfog,FR,gaze_fw,1237,11019.969999999972
0,469,TTVN,noucfog,FR,gaze_ic,0,11019.969999999972
0,469,TTVN,noucfog,FR,gaze_lm,57,11019.969999999972
0,469,TTVN,noucfog,FR,gaze_lmopt,61,11019.969999999972
0,469,TTVN,noucfog,FR,gaze_tm,0,11019.969999999972
0,469,TTVN,noucfog,FR,gaze_tmopt,0,11019.969999999972
0,469,TTVN,noucfog,FR,none,14,11019.969999999972
0,207,TTVN,ucrain,F,total,1012,8500.010000000002
0,207,TTVN,ucrain,F,gaze_fw,691,8500.010000000002
0,207,TTVN,ucrain,F,gaze_ic,109,8500.010000000002
0,207,TTVN,ucrain,F,gaze_lm,97,8500.010000000002
0,207,TTVN,ucrain,F,gaze_lmopt,183,8500.010000000002
0,207,TTVN,ucrain,F,gaze_tm,0,8500.010000000002
0,207,TTVN,ucrain,F,gaze_tmopt,0,8500.010000000002
0,207,TTVN,ucrain,F,none,31,8500.010000000002
0,208,TTVN,ucrain,F,total,0,
0,208,TTVN,ucrain,F,gaze_fw,0,
0,208,TTVN,ucrain,F,gaze_ic,0,
0,208,TTVN,ucrain,F,gaze_lm,0,
0,208,TTVN,ucrain,F,gaze_lmopt,0,
0,208,TTVN,ucrain,F,gaze_tm,0,
0,208,TTVN,ucrain,F,gaze_tmopt,0,
0,208,TTVN,ucrain,F,none,0,
0,209,TTVN,ucrain,F,total,1104,9260.0
0,209,TTVN,ucrain,F,gaze_fw,657,9260.0
0,209,TTVN,ucrain,F,gaze_ic,285,9260.0
0,209,TTVN,ucrain,F,gaze_lm,112,9260.0
0,209,TTVN,ucrain,F,gaze_lmopt,118,9260.0
0,209,TTVN,ucrain,F,gaze_tm,0,9260.0
0,209,TTVN,ucrain,F,gaze_tmopt,0,9260.0
0,209,TTVN,ucrain,F,none,46,9260.0
0,210,TTVN,ucrain,F,total,1052,8840.020000000004
0,210,TTVN,ucrain,F,gaze_fw,642,8840.020000000004
0,210,TTVN,ucrain,F,gaze_ic,390,8840.020000000004
0,210,TTVN,ucrain,F,gaze_lm,0,8840.020000000004
0,210,TTVN,ucrain,F,gaze_lmopt,0,8840.020000000004
0,210,TTVN,ucrain,F,gaze_tm,0,8840.020000000004
0,210,TTVN,ucrain,F,gaze_tmopt,0,8840.020000000004
0,210,TTVN,ucrain,F,none,22,8840.020000000004
0,211,TTVN,ucrain,F,total,1052,9010.0
0,211,TTVN,ucrain,F,gaze_fw,542,9010.0
0,211,TTVN,ucrain,F,gaze_ic,422,9010.0
0,211,TTVN,ucrain,F,gaze_lm,0,9010.0
0,211,TTVN,ucrain,F,gaze_lmopt,0,9010.0
0,211,TTVN,ucrain,F,gaze_tm,58,9010.0
0,211,TTVN,ucrain,F,gaze_tmopt,60,9010.0
0,211,TTVN,ucrain,F,none,31,9010.0
0,212,TTVN,ucrain,B,total,0,
0,212,TTVN,ucrain,B,gaze_fw,0,
0,212,TTVN,ucrain,B,gaze_ic,0,
0,212,TTVN,ucrain,B,gaze_lm,0,
0,212,TTVN,ucrain,B,gaze_lmopt,0,
0,212,TTVN,ucrain,B,gaze_tm,0,
0,212,TTVN,ucrain,B,gaze_tmopt,0,
0,212,TTVN,ucrain,B,none,0,
0,213,TTVN,ucrain,B,total,1136,9560.01999999999
0,213,TTVN,ucrain,B,gaze_fw,400,9560.01999999999
0,213,TTVN,ucrain,B,gaze_ic,384,9560.01999999999
0,213,TTVN,ucrain,B,gaze_lm,0,9560.01999999999
0,213,TTVN,ucrain,B,gaze_lmopt,0,9560.01999999999
0,213,TTVN,ucrain,B,gaze_tm,314,9560.01999999999
0,213,TTVN,ucrain,B,gaze_tmopt,317,9560.01999999999
0,213,TTVN,ucrain,B,none,41,9560.01999999999
0,214,TTVN,ucrain,B,total,1168,9830.0
0,214,TTVN,ucrain,B,gaze_fw,588,9830.0
0,214,TTVN,ucrain,B,gaze_ic,186,9830.0
0,214,TTVN,ucrain,B,gaze_lm,0,9830.0
0,214,TTVN,ucrain,B,gaze_lmopt,0,9830.0
0,214,TTVN,ucrain,B,gaze_tm,344,9830.0
0,214,TTVN,ucrain,B,gaze_tmopt,352,9830.0
0,214,TTVN,ucrain,B,none,53,9830.0
0,215,TTVN,ucrain,B,total,1264,10629.940000000002
0,215,TTVN,ucrain,B,gaze_fw,700,10629.940000000002
0,215,TTVN,ucrain,B,gaze_ic,213,10629.940000000002
0,215,TTVN,ucrain,B,gaze_lm,0,10629.940000000002
0,215,TTVN,ucrain,B,gaze_lmopt,3,10629.940000000002
0,215,TTVN,ucrain,B,gaze_tm,298,10629.940000000002
0,215,TTVN,ucrain,B,gaze_tmopt,370,10629.940000000002
0,215,TTVN,ucrain,B,none,51,10629.940000000002
0,198,TTVN,noucrain,F,total,992,8350.0
0,198,TTVN,noucrain,F,gaze_fw,702,8350.0
0,198,TTVN,noucrain,F,gaze_ic,158,8350.0
0,198,TTVN,noucrain,F,gaze_lm,65,8350.0
0,198,TTVN,noucrain,F,gaze_lmopt,70,8350.0
0,198,TTVN,noucrain,F,gaze_tm,42,8350.0
0,198,TTVN,noucrain,F,gaze_tmopt,43,8350.0
0,198,TTVN,noucrain,F,none,21,8350.0
0,199,TTVN,noucrain,F,total,0,
0,199,TTVN,noucrain,F,gaze_fw,0,
0,199,TTVN,noucrain,F,gaze_ic,0,
0,199,TTVN,noucrain,F,gaze_lm,0,
0,199,TTVN,noucrain,F,gaze_lmopt,0,
0,199,TTVN,noucrain,F,gaze_tm,0,
0,199,TTVN,noucrain,F,gaze_tmopt,0,
0,199,TTVN,noucrain,F,none,0,
0,200,TTVN,noucrain,F,total,1108,9340.0
0,200,TTVN,noucrain,F,gaze_fw,403,9340.0
0,200,TTVN,noucrain,F,gaze_ic,610,9340.0
0,200,TTVN,noucrain,F,gaze_lm,0,9340.0
0,200,TTVN,noucrain,F,gaze_lmopt,0,9340.0
0,200,TTVN,noucrain,F,gaze_tm,72,9340.0
0,200,TTVN,noucrain,F,gaze_tmopt,76,9340.0
0,200,TTVN,noucrain,F,none,20,9340.0
0,201,TTVN,noucrain,F,total,1128,9480.0
0,201,TTVN,noucrain,F,gaze_fw,822,9480.0
0,201,TTVN,noucrain,F,gaze_ic,237,9480.0
0,201,TTVN,noucrain,F,gaze_lm,0,9480.0
0,201,TTVN,noucrain,F,gaze_lmopt,0,9480.0
0,201,TTVN,noucrain,F,gaze_tm,45,9480.0
0,201,TTVN,noucrain,F,gaze_tmopt,47,9480.0
0,201,TTVN,noucrain,F,none,25,9480.0
0,202,TTVN,noucrain,F,total,1088,9140.0
0,202,TTVN,noucrain,F,gaze_fw,733,9140.0
0,202,TTVN,noucrain,F,gaze_ic,343,9140.0
0,202,TTVN,noucrain,F,gaze_lm,0,9140.0
0,202,TTVN,noucrain,F,gaze_lmopt,0,9140.0
0,202,TTVN,noucrain,F,gaze_tm,0,9140.0
0,202,TTVN,noucrain,F,gaze_tmopt,0,9140.0
0,202,TTVN,noucrain,F,none,13,9140.0
0,203,TTVN,noucrain,B,total,0,
0,203,TTVN,noucrain,B,gaze_fw,0,
0,203,TTVN,noucrain,B,gaze_ic,0,
0,203,TTVN,noucrain,B,gaze_lm,0,
0,203,TTVN,noucrain,B,gaze_lmopt,0,
0,203,TTVN,noucrain,B,gaze_tm,0,
0,203,TTVN,noucrain,B,gaze_tmopt,0,
