,nr,participant,run,direction,surface,count,dur
0,324,PVNT,uctun,FRs,gaze_lmopt,0,3710.0
0,324,PVNT,uctun,FRs,gaze_tm,0,3710.0
0,324,PVNT,uctun,FRs,gaze_tmopt,0,3710.0
0,324,PVNT,uctun,FRs,none,2,3710.0
0,325,PVNT,uctun,BR,total,1151,9703.328125
0,325,PVNT,uctun,BR,gaze_fw,670,9703.328125
0,325,PVNT,uctun,BR,gaze_ic,226,9703.328125
0,325,PVNT,uctun,BR,gaze_lm,0,9703.328125
0,325,PVNT,uctun,BR,gaze_lmopt,0,9703.328125
0,325,PVNT,uctun,BR,gaze_tm,163,9703.328125
0,325,PVNT,uctun,BR,gaze_tmopt,199,9703.328125
0,325,PVNT,uctun,BR,none,59,9703.328125
0,326,PVNT,uctun,BL,total,1068,8983.328125
0,326,PVNT,uctun,BL,gaze_fw,454,8983.328125
0,326,PVNT,uctun,BL,gaze_ic,417,8983.328125
0,326,PVNT,uctun,BL,gaze_lm,0,8983.328125
0,326,PVNT,uctun,BL,gaze_lmopt,0,8983.328125
0,326,PVNT,uctun,BL,gaze_tm,68,8983.328125
0,326,PVNT,uctun,BL,gaze_tmopt,136,8983.328125
0,326,PVNT,uctun,BL,none,63,8983.328125
0,327,PVNT,uctun,BR,total,1236,10383.34375
0,327,PVNT,uctun,BR,gaze_fw,430,10383.34375
0,327,PVNT,uctun,BR,gaze_ic,170,10383.34375
0,327,PVNT,uctun,BR,gaze_lm,0,10383.34375
0,327,PVNT,uctun,BR,gaze_lmopt,0,10383.34375
0,327,PVNT,uctun,BR,gaze_tm,624,10383.34375
0,327,PVNT,uctun,BR,gaze_tmopt,637,10383.34375
0,327,PVNT,uctun,BR,none,9,10383.34375
0,328,PVNT,uctun,FR,total,2018,16969.910000000033
0,328,PVNT,uctun,FR,gaze_fw,1772,16969.910000000033
0,328,PVNT,uctun,FR,gaze_ic,60,16969.910000000033
0,328,PVNT,uctun,FR,gaze_lm,0,16969.910000000033
0,328,PVNT,uctun,FR,gaze_lmopt,0,16969.910000000033
0,328,PVNT,uctun,FR,gaze_tm,87,16969.910000000033
0,328,PVNT,uctun,FR,gaze_tmopt,89,16969.910000000033
0,328,PVNT,uctun,FR,none,100,16969.910000000033
0,329,PVNT,uctun,FR,total,1973,16580.0
0,329,PVNT,uctun,FR,gaze_fw,1609,16580.0
0,329,PVNT,uctun,FR,gaze_ic,267,16580.0
0,329,PVNT,uctun,FR,gaze_lm,0,16580.0
0,329,PVNT,uctun,FR,gaze_lmopt,26,16580.0
0,329,PVNT,uctun,FR,gaze_tm,0,16580.0
0,329,PVNT,uctun,FR,gaze_tmopt,11,16580.0
0,329,PVNT,uctun,FR,none,71,16580.0
0,289,PVNT,noucfog,FL,total,1036,8710.0
0,289,PVNT,noucfog,FL,gaze_fw,561,8710.0
0,289,PVNT,noucfog,FL,gaze_ic,434,8710.0
0,289,PVNT,noucfog,FL,gaze_lm,0,8710.0
0,289,PVNT,noucfog,FL,gaze_lmopt,0,8710.0
0,289,PVNT,noucfog,FL,gaze_tm,0,8710.0
0,289,PVNT,noucfog,FL,gaze_tmopt,0,8710.0
0,289,PVNT,noucfog,FL,none,43,8710.0
0,290,PVNT,noucfog,FR,total,1511,12719.989999999998
0,290,PVNT,noucfog,FR,gaze_fw,1321,12719.989999999998
0,290,PVNT,noucfog,FR,gaze_ic,101,12719.989999999998
0,290,PVNT,noucfog,FR,gaze_lm,45,12719.989999999998
0,290,PVNT,noucfog,FR,gaze_lmopt,52,12719.989999999998
0,290,PVNT,noucfog,FR,gaze_tm,0,12719.989999999998
0,290,PVNT,noucfog,FR,gaze_tmopt,0,12719.989999999998
0,290,PVNT,noucfog,FR,none,38,12719.989999999998
0,291,PVNT,noucfog,FL,total,1004,8440.020000000004
0,291,PVNT,noucfog,FL,gaze_fw,707,8440.020000000004
0,291,PVNT,noucfog,FL,gaze_ic,274,8440.020000000004
0,291,PVNT,noucfog,FL,gaze_lm,0,8440.020000000004
0,291,PVNT,noucfog,FL,gaze_lmopt,0,8440.020000000004
0,291,PVNT,noucfog,FL,gaze_tm,0,8440.020000000004
0,291,PVNT,noucfog,FL,gaze_tmopt,0,8440.020000000004
0,291,PVNT,noucfog,FL,none,25,8440.020000000004
0,292,PVNT,noucfog,BL,total,1016,8549.9921875
0,292,PVNT,noucfog,BL,gaze_fw,594,8549.9921875
0,292,PVNT,noucfog,BL,gaze_ic,357,8549.9921875
0,292,PVNT,noucfog,BL,gaze_lm,0,8549.9921875
0,292,PVNT,noucfog,BL,gaze_lmopt,39,8549.9921875
0,292,PVNT,noucfog,BL,gaze_tm,0,8549.9921875
0,292,PVNT,noucfog,BL,gaze_tmopt,0,8549.9921875
0,292,PVNT,noucfog,BL,none,27,8549.9921875
0,293,PVNT,noucfog,BR,total,1147,9669.9921875
0,293,PVNT,noucfog,BR,gaze_fw,704,9669.9921875
0,293,PVNT,noucfog,BR,gaze_ic,103,9669.9921875
0,293,PVNT,noucfog,BR,gaze_lm,0,9669.9921875
0,293,PVNT,noucfog,BR,gaze_lmopt,0,9669.9921875
0,293,PVNT,noucfog,BR,gaze_tm,269,9669.9921875
0,293,PVNT,noucfog,BR,gaze_tmopt,284,9669.9921875
0,293,PVNT,noucfog,BR,none,67,9669.9921875
0,294,PVNT,noucfog,FRs,total,418,3530.0
0,294,PVNT,noucfog,FRs,gaze_fw,341,3530.0
0,294,PVNT,noucfog,FRs,gaze_ic,48,3530.0
0,294,PVNT,noucfog,FRs,gaze_lm,0,3530.0
0,294,PVNT,noucfog,FRs,gaze_lmopt,0,3530.0
0,294,PVNT,noucfog,FRs,gaze_tm,0,3530.0
0,294,PVNT,noucfog,FRs,gaze_tmopt,11,3530.0
0,294,PVNT,noucfog,FRs,none,19,3530.0
0,295,PVNT,noucfog,FL,total,1125,9440.0
0,295,PVNT,noucfog,FL,gaze_fw,766,9440.0
0,295,PVNT,noucfog,FL,gaze_ic,261,9440.0
0,295,PVNT,noucfog,FL,gaze_lm,0,9440.0
0,295,PVNT,noucfog,FL,gaze_lmopt,0,9440.0
0,295,PVNT,noucfog,FL,gaze_tm,0,9440.0
0,295,PVNT,noucfog,FL,gaze_tmopt,0,9440.0
0,295,PVNT,noucfog,FL,none,99,9440.0
0,296,PVNT,noucfog,BL,total,1232,10340.0
0,296,PVNT,noucfog,BL,gaze_fw,834,10340.0
0,296,PVNT,noucfog,BL,gaze_ic,318,10340.0
0,296,PVNT,noucfog,BL,gaze_lm,0,10340.0
0,296,PVNT,noucfog,BL,gaze_lmopt,0,10340.0
0,296,PVNT,noucfog,BL,gaze_tm,4,10340.0
0,296,PVNT,noucfog,BL,gaze_tmopt,14,10340.0
0,296,PVNT,noucfog,BL,none,72,10340.0
0,297,PVNT,noucfog,FRs,total,738,6170.0
0,297,PVNT,noucfog,FRs,gaze_fw,668,6170.0
0,297,PVNT,noucfog,FRs,gaze_ic,0,6170.0
0,297,PVNT,noucfog,FRs,gaze_lm,0,6170.0
0,297,PVNT,noucfog,FRs,gaze_lmopt,0,6170.0
0,297,PVNT,noucfog,FRs,gaze_tm,0,6170.0
0,297,PVNT,noucfog,FRs,gaze_tmopt,6,6170.0
0,297,PVNT,noucfog,FRs,none,71,6170.0
0,298,PVNT,noucfog,BR,total,1627,13686.65625
0,298,PVNT,noucfog,BR,gaze_fw,849,13686.65625
0,298,PVNT,noucfog,BR,gaze_ic,299,13686.65625
0,298,PVNT,noucfog,BR,gaze_lm,0,13686.65625
0,298,PVNT,noucfog,BR,gaze_lmopt,0,13686.65625
0,298,PVNT,noucfog,BR,gaze_tm,370,13686.65625
0,298,PVNT,noucfog,BR,gaze_tmopt,388,13686.65625
0,298,PVNT,noucfog,BR,none,95,13686.65625
0,299,PVNT,noucfog,BL,total,1935,16266.65625
0,299,PVNT,noucfog,BL,gaze_fw,1166,16266.65625
0,299,PVNT,noucfog,BL,gaze_ic,737,16266.65625
0,299,PVNT,noucfog,BL,gaze_lm,0,16266.65625
0,299,PVNT,noucfog,BL,gaze_lmopt,0,16266.65625
0,299,PVNT,noucfog,BL,gaze_tm,0,16266.65625
0,299,PVNT,noucfog,BL,gaze_tmopt,0,16266.65625
0,299,PVNT,noucfog,BL,none,33,16266.65625
0,300,PVNT,noucfog,BR,total,1870,15736.65625
0,300,PVNT,noucfog,BR,gaze_fw,729,15736.65625
0,300,PVNT,noucfog,BR,gaze_ic,500,15736.65625
0,300,PVNT,noucfog,BR,gaze_lm,0,15736.65625
0,300,PVNT,noucfog,BR,gaze_lmopt,0,15736.65625
0,300,PVNT,noucfog,BR,gaze_tm,223,15736.65625
0,300,PVNT,noucfog,BR,gaze_tmopt,462,15736.65625
0,300,PVNT,noucfog,BR,none,200,15736.65625
0,301,PVNT,noucfog,FR,total,1902,16020.0
0,301,PVNT,noucfog,FR,gaze_fw,1247,16020.0
0,301,PVNT,noucfog,FR,gaze_ic,324,16020.0
0,301,PVNT,noucfog,FR,gaze_lm,0,16020.0
0,301,PVNT,noucfog,FR,gaze_lmopt,0,16020.0
0,301,PVNT,noucfog,FR,gaze_tm,4,16020.0
0,301,PVNT,noucfog,FR,gaze_tmopt,9,16020.0
0,301,PVNT,noucfog,FR,none,323,16020.0
0,302,PVNT,noucfog,FR,total,1132,9510.0
0,302,PVNT,noucfog,FR,gaze_fw,1082,9510.0
0,302,PVNT,noucfog,FR,gaze_ic,0,9510.0
0,302,PVNT,noucfog,FR,gaze_lm,0,9510.0
0,302,PVNT,noucfog,FR,gaze_lmopt,0,9510.0
0,302,PVNT,noucfog,FR,gaze_tm,0,9510.0
0,302,PVNT,noucfog,FR,gaze_tmopt,4,9510.0
0,302,PVNT,noucfog,FR,none,48,9510.0
0,135,PVNT,ucrain,F,total,1076,9030.0
0,135,PVNT,ucrain,F,gaze_fw,839,9030.0
0,135,PVNT,ucrain,F,gaze_ic,92,9030.0
0,135,PVNT,ucrain,F,gaze_lm,44,9030.0
0,135,PVNT,ucrain,F,gaze_lmopt,79,9030.0
0,135,PVNT,ucrain,F,gaze_tm,0,9030.0
0,135,PVNT,ucrain,F,gaze_tmopt,0,9030.0
0,135,PVNT,ucrain,F,none,68,9030.0
0,136,PVNT,ucrain,F,total,0,
0,136,PVNT,ucrain,F,gaze_fw,0,
0,136,PVNT,ucrain,F,gaze_ic,0,
0,136,PVNT,ucrain,F,gaze_lm,0,
0,136,PVNT,ucrain,F,gaze_lmopt,0,
0,136,PVNT,ucrain,F,gaze_tm,0,
0,136,PVNT,ucrain,F,gaze_tmopt,0,
0,136,PVNT,ucrain,F,none,0,
0,137,PVNT,ucrain,F,total,1071,9020.0
0,137,PVNT,ucrain,F,gaze_fw,1012,9020.0
0,137,PVNT,ucrain,F,gaze_ic,3,9020.0
0,137,PVNT,ucrain,F,gaze_lm,0,9020.0
0,137,PVNT,ucrain,F,gaze_lmopt,34,9020.0
0,137,PVNT,ucrain,F,gaze_tm,0,9020.0
0,137,PVNT,ucrain,F,gaze_tmopt,0,9020.0
0,137,PVNT,ucrain,F,none,22,9020.0
0,138,PVNT,ucrain,F,total,1228,10300.0
0,138,PVNT,ucrain,F,gaze_fw,1070,10300.0
0,138,PVNT,ucrain,F,gaze_ic,0,10300.0
0,138,PVNT,ucrain,F,gaze_lm,49,10300.0
0,138,PVNT,ucrain,F,gaze_lmopt,59,10300.0
0,138,PVNT,ucrain,F,gaze_tm,73,10300.0
0,138,PVNT,ucrain,F,gaze_tmopt,77,10300.0
0,138,PVNT,ucrain,F,none,23,10300.0
0,139,PVNT,ucrain,F,total,1092,9170.0
0,139,PVNT,ucrain,F,gaze_fw,830,9170.0
0,139,PVNT,ucrain,F,gaze_ic,89,9170.0
0,139,PVNT,ucrain,F,gaze_lm,29,9170.0
0,139,PVNT,ucrain,F,gaze_lmopt,111,9170.0
0,139,PVNT,ucrain,F,gaze_tm,8,9170.0
0,139,PVNT,ucrain,F,gaze_tmopt,12,9170.0
0,139,PVNT,ucrain,F,none,53,9170.0
0,140,PVNT,ucrain,B,total,0,
0,140,PVNT,ucrain,B,gaze_fw,0,
0,140,PVNT,ucrain,B,gaze_ic,0,
0,140,PVNT,ucrain,B,gaze_lm,0,
0,140,PVNT,ucrain,B,gaze_lmopt,0,
0,140,PVNT,ucrain,B,gaze_tm,0,
0,140,PVNT,ucrain,B,gaze_tmopt,0,
0,140,PVNT,ucrain,B,none,0,
0,141,PVNT,ucrain,B,total,1056,8860.0
0,141,PVNT,ucrain,B,gaze_fw,307,8860.0
0,141,PVNT,ucrain,B,gaze_ic,244,8860.0
0,141,PVNT,ucrain,B,gaze_lm,0,8860.0
0,141,PVNT,ucrain,B,gaze_lmopt,0,8860.0
0,141,PVNT,ucrain,B,gaze_tm,453,8860.0
0,141,PVNT,ucrain,B,gaze_tmopt,457,8860.0
0,141,PVNT,ucrain,B,none,52,8860.0
0,142,PVNT,ucrain,B,total,1200,10080.0
0,142,PVNT,ucrain,B,gaze_fw,427,10080.0
0,142,PVNT,ucrain,B,gaze_ic,332,10080.0
0,142,PVNT,ucrain,B,gaze_lm,0,10080.0
0,142,PVNT,ucrain,B,gaze_lmopt,0,10080.0
0,142,PVNT,ucrain,B,gaze_tm,276,10080.0
0,142,PVNT,ucrain,B,gaze_tmopt,336,10080.0
0,142,PVNT,ucrain,B,none,135,10080.0
0,143,PVNT,ucrain,B,total,1540,12930.01000000001
0,143,PVNT,ucrain,B,gaze_fw,693,12930.01000000001
0,143,PVNT,ucrain,B,gaze_ic,232,12930.01000000001
0,143,PVNT,ucrain,B,gaze_lm,0,12930.01000000001
0,143,PVNT,ucrain,B,gaze_lmopt,0,12930.01000000001
0,143,PVNT,ucrain,B,gaze_tm,470,12930.01000000001
0,143,PVNT,ucrain,B,gaze_tmopt,516,12930.01000000001
0,143,PVNT,ucrain,B,none,113,12930.01000000001
0,126,PVNT,noucrain,F,total,1024,8609.970000000001
0,126,PVNT,noucrain,F,gaze_fw,826,8609.970000000001
0,126,PVNT,noucrain,F,gaze_ic,44,8609.970000000001
0,126,PVNT,noucrain,F,gaze_lm,11,8609.970000000001
0,126,PVNT,noucrain,F,gaze_lmopt,42,8609.970000000001
0,126,PVNT,noucrain,F,gaze_tm,63,8609.970000000001
0,126,PVNT,noucrain,F,gaze_tmopt,92,8609.970000000001
0,126,PVNT,noucrain,F,none,52,8609.970000000001
0,127,PVNT,noucrain,F,total,0,
0,127,PVNT,noucrain,F,gaze_fw,0,
0,127,PVNT,noucrain,F,gaze_ic,0,
0,127,PVNT,noucrain,F,gaze_lm,0,
0,127,PVNT,noucrain,F,gaze_lmopt,0,
0,127,PVNT,noucrain,F,gaze_tm,0,
0,127,PVNT,noucrain,F,gaze_tmopt,0,
0,127,PVNT,noucrain,F,none,0,
0,128,PVNT,noucrain,F,total,1172,9850.020000000004
0,128,PVNT,noucrain,F,gaze_fw,1142,9850.020000000004
0,128,PVNT,noucrain,F,gaze_ic,6,9850.020000000004
0,128,PVNT,noucrain,F,gaze_lm,0,9850.020000000004
0,128,PVNT,noucrain,F,gaze_lmopt,0,9850.020000000004
0,128,PVNT,noucrain,F,gaze_tm,0,9850.020000000004
0,128,PVNT,noucrain,F,gaze_tmopt,0,9850.020000000004
0,128,PVNT,noucrain,F,none,25,9850.020000000004
0,129,PVNT,noucrain,F,total,1112,9319.990000000005
0,129,PVNT,noucrain,F,gaze_fw,1061,9319.990000000005
0,129,PVNT,noucrain,F,gaze_ic,33,9319.990000000005
0,129,PVNT,noucrain,F,gaze_lm,0,9319.990000000005
0,129,PVNT,noucrain,F,gaze_lmopt,0,9319.990000000005
0,129,PVNT,noucrain,F,gaze_tm,0,9319.990000000005
0,129,PVNT,noucrain,F,gaze_tmopt,0,9319.990000000005
0,129,PVNT,noucrain,F,none,19,9319.990000000005
0,130,PVNT,noucrain,F,total,1112,9330.0
0,130,PVNT,noucrain,F,gaze_fw,1101,9330.0
0,130,PVNT,noucrain,F,gaze_ic,10,9330.0
0,130,PVNT,noucrain,F,gaze_lm,0,9330.0
0,130,PVNT,noucrain,F,gaze_lmopt,0,9330.0
0,130,PVNT,noucrain,F,gaze_tm,0,9330.0
0,130,PVNT,noucrain,F,gaze_tmopt,0,9330.0
0,130,PVNT,noucrain,F,none,3,9330.0
0,131,PVNT,noucrain,B,total,0,
0,131,PVNT,noucrain,B,gaze_fw,0,
0,131,PVNT,noucrain,B,gaze_ic,0,
0,131,PVNT,noucrain,B,gaze_lm,0,
0,131,PVNT,noucrain,B,gaze_lmopt,0,
0,131,PVNT,noucrain,B,gaze_tm,0,
0,131,PVNT,noucrain,B,gaze_tmopt,0,
0,131,PVNT,noucrain,B,none,0,
0,132,PVNT,noucrain,B,total,1081,9090.0
0,132,PVNT,noucrain,B,gaze_fw,822,9090.0
0,132,PVNT,noucrain,B,gaze_ic,0,9090.0
0,132,PVNT,noucrain,B,gaze_lm,0,9090.0
0,132,PVNT,noucrain,B,gaze_lmopt,0,9090.0
0,132,PVNT,noucrain,B,gaze_tm,10,9090.0
0,132,PVNT,noucrain,B,gaze_tmopt,73,9090.0
0,132,PVNT,noucrain,B,none,189,9090.0
0,133,PVNT,noucrain,B,total,1204,10100.0
0,133,PVNT,noucrain,B,gaze_fw,1056,10100.0
0,133,PVNT,noucrain,B,gaze_ic,0,10100.0
0,133,PVNT,noucrain,B,gaze_lm,0,10100.0
0,133,PVNT,noucrain,B,gaze_lmopt,0,10100.0
0,133,PVNT,noucrain,B,gaze_tm,7,10100.0
0,133,PVNT,noucrain,B,gaze_tmopt,71,10100.0
0,133,PVNT,noucrain,B,none,79,10100.0
0,134,PVNT,noucrain,B,total,1227,10300.0
0,134,PVNT,noucrain,B,gaze_fw,565,10300.0
0,134,PVNT,noucrain,B,gaze_ic,52,10300.0
0,134,PVNT,noucrain,B,gaze_lm,0,10300.0
0,134,PVNT,noucrain,B,gaze_lmopt,0,10300.0
0,134,PVNT,noucrain,B,gaze_tm,42,10300.0
0,134,PVNT,noucrain,B,gaze_tmopt,392,10300.0
0,134,PVNT,noucrain,B,none,219,10300.0
0,344,OYWO,nouctun,FL,total,1032,8670.019999999997
0,344,OYWO,nouctun,FL,gaze_fw,888,8670.019999999997
0,344,OYWO,nouctun,FL,gaze_ic,136,8670.019999999997
0,344,OYWO,nouctun,FL,gaze_lm,0,8670.019999999997
0,344,OYWO,nouctun,FL,gaze_lmopt,0,8670.019999999997
0,344,OYWO,nouctun,FL,gaze_tm,0,8670.019999999997
0,344,OYWO,nouctun,FL,gaze_tmopt,0,8670.019999999997
0,344,OYWO,nouctun,FL,none,9,8670.019999999997
0,345,OYWO,nouctun,FR,total,1093,9190.010000000002
0,345,OYWO,nouctun,FR,gaze_fw,986,9190.010000000002
0,345,OYWO,nouctun,FR,gaze_ic,86,9190.010000000002
0,345,OYWO,nouctun,FR,gaze_lm,0,9190.010000000002
0,345,OYWO,nouctun,FR,gaze_lmopt,0,9190.010000000002
0,345,OYWO,nouctun,FR,gaze_tm,0,9190.010000000002
0,345,OYWO,nouctun,FR,gaze_tmopt,0,9190.010000000002
0,345,OYWO,nouctun,FR,none,22,9190.010000000002
0,346,OYWO,nouctun,FL,total,1156,9729.989999999998
0,346,OYWO,nouctun,FL,gaze_fw,909,9729.989999999998
0,346,OYWO,nouctun,FL,gaze_ic,215,9729.989999999998
0,346,OYWO,nouctun,FL,gaze_lm,0,9729.989999999998
0,346,OYWO,nouctun,FL,gaze_lmopt,0,9729.989999999998
0,346,OYWO,nouctun,FL,gaze_tm,0,9729.989999999998
0,346,OYWO,nouctun,FL,gaze_tmopt,0,9729.989999999998
0,346,OYWO,nouctun,FL,none,33,9729.989999999998
0,347,OYWO,nouctun,BL,total,1136,9536.65625
0,347,OYWO,nouctun,BL,gaze_fw,882,9536.65625
0,347,OYWO,nouctun,BL,gaze_ic,225,9536.65625
0,347,OYWO,nouctun,BL,gaze_lm,0,9536.65625
0,347,OYWO,nouctun,BL,gaze_lmopt,0,9536.65625
0,347,OYWO,nouctun,BL,gaze_tm,0,9536.65625
0,347,OYWO,nouctun,BL,gaze_tmopt,0,9536.65625
0,347,OYWO,nouctun,BL,none,30,9536.65625
0,348,OYWO,nouctun,BR,total,1068,8966.65625
0,348,OYWO,nouctun,BR,gaze_fw,912,8966.65625
0,348,OYWO,nouctun,BR,gaze_ic,129,8966.65625
0,348,OYWO,nouctun,BR,gaze_lm,0,8966.65625
0,348,OYWO,nouctun,BR,gaze_lmopt,0,8966.65625
0,348,OYWO,nouctun,BR,gaze_tm,0,8966.65625
0,348,OYWO,nouctun,BR,gaze_tmopt,0,8966.65625
0,348,OYWO,nouctun,BR,none,28,8966.65625
0,349,OYWO,nouctun,FRs,total,370,3100.0
0,349,OYWO,nouctun,FRs,gaze_fw,292,3100.0
0,349,OYWO,nouctun,FRs,gaze_ic,65,3100.0
0,349,OYWO,nouctun,FRs,gaze_lm,0,3100.0
0,349,OYWO,nouctun,FRs,gaze_lmopt,0,3100.0
0,349,OYWO,nouctun,FRs,gaze_tm,0,3100.0
0,349,OYWO,nouctun,FRs,gaze_tmopt,0,3100.0
0,349,OYWO,nouctun,FRs,none,15,3100.0
0,350,OYWO,nouctun,FL,total,1107,9330.0
0,350,OYWO,nouctun,FL,gaze_fw,886,9330.0
0,350,OYWO,nouctun,FL,gaze_ic,124,9330.0
0,350,OYWO,nouctun,FL,gaze_lm,0,9330.0
0,350,OYWO,nouctun,FL,gaze_lmopt,0,9330.0
0,350,OYWO,nouctun,FL,gaze_tm,0,9330.0
0,350,OYWO,nouctun,FL,gaze_tmopt,0,9330.0
0,350,OYWO,nouctun,FL,none,99,9330.0
0,351,OYWO,nouctun,BL,total,1212,10163.328125
0,351,OYWO,nouctun,BL,gaze_fw,1004,10163.328125
0,351,OYWO,nouctun,BL,gaze_ic,169,10163.328125
0,351,OYWO,nouctun,BL,gaze_lm,0,10163.328125
0,351,OYWO,nouctun,BL,gaze_lmopt,0,10163.328125
0,351,OYWO,nouctun,BL,gaze_tm,0,10163.328125
0,351,OYWO,nouctun,BL,gaze_tmopt,0,10163.328125
0,351,OYWO,nouctun,BL,none,40,10163.328125
0,352,OYWO,nouctun,FRs,total,370,3100.0
0,352,OYWO,nouctun,FRs,gaze_fw,340,3100.0
0,352,OYWO,nouctun,FRs,gaze_ic,2,3100.0
0,352,OYWO,nouctun,FRs,gaze_lm,0,3100.0
0,352,OYWO,nouctun,FRs,gaze_lmopt,0,3100.0
0,352,OYWO,nouctun,FRs,gaze_tm,0,3100.0
0,352,OYWO,nouctun,FRs,gaze_tmopt,0,3100.0
0,352,OYWO,nouctun,FRs,none,28,3100.0
0,353,OYWO,nouctun,BR,total,1040,8773.328125
0,353,OYWO,nouctun,BR,gaze_fw,933,8773.328125
0,353,OYWO,nouctun,BR,gaze_ic,80,8773.328125
0,353,OYWO,nouctun,BR,gaze_lm,0,8773.328125
0,353,OYWO,nouctun,BR,gaze_lmopt,0,8773.328125
0,353,OYWO,nouctun,BR,gaze_tm,0,8773.328125
0,353,OYWO,nouctun,BR,gaze_tmopt,0,8773.328125
0,353,OYWO,nouctun,BR,none,28,8773.328125
0,354,OYWO,nouctun,BL,total,1064,8946.65625
0,354,OYWO,nouctun,BL,gaze_fw,849,8946.65625
0,354,OYWO,nouctun,BL,gaze_ic,156,8946.65625
0,354,OYWO,nouctun,BL,gaze_lm,0,8946.65625
0,354,OYWO,nouctun,BL,gaze_lmopt,0,8946.65625
0,354,OYWO,nouctun,BL,gaze_tm,0,8946.65625
0,354,OYWO,nouctun,BL,gaze_tmopt,0,8946.65625
0,354,OYWO,nouctun,BL,none,60,8946.65625
0,355,OYWO,nouctun,BR,total,857,7206.65625
0,355,OYWO,nouctun,BR,gaze_fw,773,7206.65625
0,355,OYWO,nouctun,BR,gaze_ic,60,7206.65625
0,355,OYWO,nouctun,BR,gaze_lm,0,7206.65625
0,355,OYWO,nouctun,BR,gaze_lmopt,0,7206.65625
0,355,OYWO,nouctun,BR,gaze_tm,0,7206.65625
0,355,OYWO,nouctun,BR,gaze_tmopt,0,7206.65625
0,355,OYWO,nouctun,BR,none,25,7206.65625
0,356,OYWO,nouctun,FR,total,981,8209.98999999999
0,356,OYWO,nouctun,FR,gaze_fw,882,8209.98999999999
0,356,OYWO,nouctun,FR,gaze_ic,80,8209.98999999999
0,356,OYWO,nouctun,FR,gaze_lm,0,8209.98999999999
0,356,OYWO,nouctun,FR,gaze_lmopt,0,8209.98999999999
0,356,OYWO,nouctun,FR,gaze_tm,0,8209.98999999999
0,356,OYWO,nouctun,FR,gaze_tmopt,0,8209.98999999999
0,356,OYWO,nouctun,FR,none,20,8209.98999999999
0,357,OYWO,nouctun,FR,total,0,
0,357,OYWO,nouctun,FR,gaze_fw,0,
0,357,OYWO,nouctun,FR,gaze_ic,0,
0,357,OYWO,nouctun,FR,gaze_lm,0,
0,357,OYWO,nouctun,FR,gaze_lmopt,0,
0,357,OYWO,nouctun,FR,gaze_tm,0,
0,357,OYWO,nouctun,FR,gaze_tmopt,0,
0,357,OYWO,nouctun,FR,none,0,
0,358,OYWO,uctun,FL,total,1025,8630.0
0,358,OYWO,uctun,FL,gaze_fw,876,8630.0
0,358,OYWO,uctun,FL,gaze_ic,121,8630.0
0,358,OYWO,uctun,FL,gaze_lm,0,8630.0
0,358,OYWO,uctun,FL,gaze_lmopt,0,8630.0
0,358,OYWO,uctun,FL,gaze_tm,0,8630.0
0,358,OYWO,uctun,FL,gaze_tmopt,0,8630.0
0,358,OYWO,uctun,FL,none,29,8630.0
0,359,OYWO,uctun,FR,total,1128,9510.0
0,359,OYWO,uctun,FR,gaze_fw,1053,9510.0
0,359,OYWO,uctun,FR,gaze_ic,76,9510.0
0,359,OYWO,uctun,FR,gaze_lm,0,9510.0
0,359,OYWO,uctun,FR,gaze_lmopt,0,9510.0
0,359,OYWO,uctun,FR,gaze_tm,0,9510.0
0,359,OYWO,uctun,FR,gaze_tmopt,0,9510.0
0,359,OYWO,uctun,FR,none,0,9510.0
0,360,OYWO,uctun,FL,total,1088,9149.82
0,360,OYWO,uctun,FL,gaze_fw,1005,9149.82
0,360,OYWO,uctun,FL,gaze_ic,61,9149.82
0,360,OYWO,uctun,FL,gaze_lm,0,9149.82
0,360,OYWO,uctun,FL,gaze_lmopt,0,9149.82
0,360,OYWO,uctun,FL,gaze_tm,0,9149.82
0,360,OYWO,uctun,FL,gaze_tmopt,0,9149.82
0,360,OYWO,uctun,FL,none,23,9149.82
0,361,OYWO,uctun,BL,total,1124,9453.328125
0,361,OYWO,uctun,BL,gaze_fw,895,9453.328125
0,361,OYWO,uctun,BL,gaze_ic,66,9453.328125
0,361,OYWO,uctun,BL,gaze_lm,0,9453.328125
0,361,OYWO,uctun,BL,gaze_lmopt,0,9453.328125
0,361,OYWO,uctun,BL,gaze_tm,33,9453.328125
0,361,OYWO,uctun,BL,gaze_tmopt,148,9453.328125
0,361,OYWO,uctun,BL,none,20,9453.328125
0,362,OYWO,uctun,BR,total,1119,9413.328125
0,362,OYWO,uctun,BR,gaze_fw,518,9413.328125
0,362,OYWO,uctun,BR,gaze_ic,203,9413.328125
0,362,OYWO,uctun,BR,gaze_lm,0,9413.328125
0,362,OYWO,uctun,BR,gaze_lmopt,94,9413.328125
0,362,OYWO,uctun,BR,gaze_tm,75,9413.328125
0,362,OYWO,uctun,BR,gaze_tmopt,141,9413.328125
0,362,OYWO,uctun,BR,none,192,9413.328125
0,363,OYWO,uctun,FRs,total,382,3239.970000000001
0,363,OYWO,uctun,FRs,gaze_fw,383,3239.970000000001
0,363,OYWO,uctun,FRs,gaze_ic,0,3239.970000000001
0,363,OYWO,uctun,FRs,gaze_lm,0,3239.970000000001
0,363,OYWO,uctun,FRs,gaze_lmopt,0,3239.970000000001
