,nr,participant,run,direction,surface,count
0,326,PVNT,uctun,BL,gaze_tm,68
0,326,PVNT,uctun,BL,gaze_tmopt,136
0,326,PVNT,uctun,BL,none,63
0,327,PVNT,uctun,BR,total,1236
0,327,PVNT,uctun,BR,gaze_fw,430
0,327,PVNT,uctun,BR,gaze_ic,170
0,327,PVNT,uctun,BR,gaze_lm,0
0,327,PVNT,uctun,BR,gaze_lmopt,0
0,327,PVNT,uctun,BR,gaze_tm,624
0,327,PVNT,uctun,BR,gaze_tmopt,637
0,327,PVNT,uctun,BR,none,9
0,328,PVNT,uctun,FR,total,2018
0,328,PVNT,uctun,FR,gaze_fw,1772
0,328,PVNT,uctun,FR,gaze_ic,60
0,328,PVNT,uctun,FR,gaze_lm,0
0,328,PVNT,uctun,FR,gaze_lmopt,0
0,328,PVNT,uctun,FR,gaze_tm,87
0,328,PVNT,uctun,FR,gaze_tmopt,89
0,328,PVNT,uctun,FR,none,100
0,329,PVNT,uctun,FR,total,1973
0,329,PVNT,uctun,FR,gaze_fw,1609
0,329,PVNT,uctun,FR,gaze_ic,267
0,329,PVNT,uctun,FR,gaze_lm,0
0,329,PVNT,uctun,FR,gaze_lmopt,26
0,329,PVNT,uctun,FR,gaze_tm,0
0,329,PVNT,uctun,FR,gaze_tmopt,11
0,329,PVNT,uctun,FR,none,71
0,289,PVNT,noucfog,FL,total,1036
0,289,PVNT,noucfog,FL,gaze_fw,561
0,289,PVNT,noucfog,FL,gaze_ic,434
0,289,PVNT,noucfog,FL,gaze_lm,0
0,289,PVNT,noucfog,FL,gaze_lmopt,0
0,289,PVNT,noucfog,FL,gaze_tm,0
0,289,PVNT,noucfog,FL,gaze_tmopt,0
0,289,PVNT,noucfog,FL,none,43
0,290,PVNT,noucfog,FR,total,1511
0,290,PVNT,noucfog,FR,gaze_fw,1321
0,290,PVNT,noucfog,FR,gaze_ic,101
0,290,PVNT,noucfog,FR,gaze_lm,45
0,290,PVNT,noucfog,FR,gaze_lmopt,52
0,290,PVNT,noucfog,FR,gaze_tm,0
0,290,PVNT,noucfog,FR,gaze_tmopt,0
0,290,PVNT,noucfog,FR,none,38
0,291,PVNT,noucfog,FL,total,1004
0,291,PVNT,noucfog,FL,gaze_fw,707
0,291,PVNT,noucfog,FL,gaze_ic,274
0,291,PVNT,noucfog,FL,gaze_lm,0
0,291,PVNT,noucfog,FL,gaze_lmopt,0
0,291,PVNT,noucfog,FL,gaze_tm,0
0,291,PVNT,noucfog,FL,gaze_tmopt,0
0,291,PVNT,noucfog,FL,none,25
0,292,PVNT,noucfog,BL,total,1016
0,292,PVNT,noucfog,BL,gaze_fw,594
0,292,PVNT,noucfog,BL,gaze_ic,357
0,292,PVNT,noucfog,BL,gaze_lm,0
0,292,PVNT,noucfog,BL,gaze_lmopt,39
0,292,PVNT,noucfog,BL,gaze_tm,0
0,292,PVNT,noucfog,BL,gaze_tmopt,0
0,292,PVNT,noucfog,BL,none,27
0,293,PVNT,noucfog,BR,total,1147
0,293,PVNT,noucfog,BR,gaze_fw,704
0,293,PVNT,noucfog,BR,gaze_ic,103
0,293,PVNT,noucfog,BR,gaze_lm,0
0,293,PVNT,noucfog,BR,gaze_lmopt,0
0,293,PVNT,noucfog,BR,gaze_tm,269
0,293,PVNT,noucfog,BR,gaze_tmopt,284
0,293,PVNT,noucfog,BR,none,67
0,294,PVNT,noucfog,FRs,total,418
0,294,PVNT,noucfog,FRs,gaze_fw,341
0,294,PVNT,noucfog,FRs,gaze_ic,48
0,294,PVNT,noucfog,FRs,gaze_lm,0
0,294,PVNT,noucfog,FRs,gaze_lmopt,0
0,294,PVNT,noucfog,FRs,gaze_tm,0
0,294,PVNT,noucfog,FRs,gaze_tmopt,11
0,294,PVNT,noucfog,FRs,none,19
0,295,PVNT,noucfog,FL,total,1125
0,295,PVNT,noucfog,FL,gaze_fw,766
0,295,PVNT,noucfog,FL,gaze_ic,261
0,295,PVNT,noucfog,FL,gaze_lm,0
0,295,PVNT,noucfog,FL,gaze_lmopt,0
0,295,PVNT,noucfog,FL,gaze_tm,0
0,295,PVNT,noucfog,FL,gaze_tmopt,0
0,295,PVNT,noucfog,FL,none,99
0,296,PVNT,noucfog,BL,total,1232
0,296,PVNT,noucfog,BL,gaze_fw,834
0,296,PVNT,noucfog,BL,gaze_ic,318
0,296,PVNT,noucfog,BL,gaze_lm,0
0,296,PVNT,noucfog,BL,gaze_lmopt,0
0,296,PVNT,noucfog,BL,gaze_tm,4
0,296,PVNT,noucfog,BL,gaze_tmopt,14
0,296,PVNT,noucfog,BL,none,72
0,297,PVNT,noucfog,FRs,total,738
0,297,PVNT,noucfog,FRs,gaze_fw,668
0,297,PVNT,noucfog,FRs,gaze_ic,0
0,297,PVNT,noucfog,FRs,gaze_lm,0
0,297,PVNT,noucfog,FRs,gaze_lmopt,0
0,297,PVNT,noucfog,FRs,gaze_tm,0
0,297,PVNT,noucfog,FRs,gaze_tmopt,6
0,297,PVNT,noucfog,FRs,none,71
0,298,PVNT,noucfog,BR,total,1627
0,298,PVNT,noucfog,BR,gaze_fw,849
0,298,PVNT,noucfog,BR,gaze_ic,299
0,298,PVNT,noucfog,BR,gaze_lm,0
0,298,PVNT,noucfog,BR,gaze_lmopt,0
0,298,PVNT,noucfog,BR,gaze_tm,370
0,298,PVNT,noucfog,BR,gaze_tmopt,388
0,298,PVNT,noucfog,BR,none,95
0,299,PVNT,noucfog,BL,total,1935
0,299,PVNT,noucfog,BL,gaze_fw,1166
0,299,PVNT,noucfog,BL,gaze_ic,737
0,299,PVNT,noucfog,BL,gaze_lm,0
0,299,PVNT,noucfog,BL,gaze_lmopt,0
0,299,PVNT,noucfog,BL,gaze_tm,0
0,299,PVNT,noucfog,BL,gaze_tmopt,0
0,299,PVNT,noucfog,BL,none,33
0,300,PVNT,noucfog,BR,total,1870
0,300,PVNT,noucfog,BR,gaze_fw,729
0,300,PVNT,noucfog,BR,gaze_ic,500
0,300,PVNT,noucfog,BR,gaze_lm,0
0,300,PVNT,noucfog,BR,gaze_lmopt,0
0,300,PVNT,noucfog,BR,gaze_tm,223
0,300,PVNT,noucfog,BR,gaze_tmopt,462
0,300,PVNT,noucfog,BR,none,200
0,301,PVNT,noucfog,FR,total,1902
0,301,PVNT,noucfog,FR,gaze_fw,1247
0,301,PVNT,noucfog,FR,gaze_ic,324
0,301,PVNT,noucfog,FR,gaze_lm,0
0,301,PVNT,noucfog,FR,gaze_lmopt,0
0,301,PVNT,noucfog,FR,gaze_tm,4
0,301,PVNT,noucfog,FR,gaze_tmopt,9
0,301,PVNT,noucfog,FR,none,323
0,302,PVNT,noucfog,FR,total,1132
0,302,PVNT,noucfog,FR,gaze_fw,1082
0,302,PVNT,noucfog,FR,gaze_ic,0
0,302,PVNT,noucfog,FR,gaze_lm,0
0,302,PVNT,noucfog,FR,gaze_lmopt,0
0,302,PVNT,noucfog,FR,gaze_tm,0
0,302,PVNT,noucfog,FR,gaze_tmopt,4
0,302,PVNT,noucfog,FR,none,48
0,135,PVNT,ucrain,F,total,1076
0,135,PVNT,ucrain,F,gaze_fw,839
0,135,PVNT,ucrain,F,gaze_ic,92
0,135,PVNT,ucrain,F,gaze_lm,44
0,135,PVNT,ucrain,F,gaze_lmopt,79
0,135,PVNT,ucrain,F,gaze_tm,0
0,135,PVNT,ucrain,F,gaze_tmopt,0
0,135,PVNT,ucrain,F,none,68
0,136,PVNT,ucrain,F,total,0
0,136,PVNT,ucrain,F,gaze_fw,0
0,136,PVNT,ucrain,F,gaze_ic,0
0,136,PVNT,ucrain,F,gaze_lm,0
0,136,PVNT,ucrain,F,gaze_lmopt,0
0,136,PVNT,ucrain,F,gaze_tm,0
0,136,PVNT,ucrain,F,gaze_tmopt,0
0,136,PVNT,ucrain,F,none,0
0,137,PVNT,ucrain,F,total,1071
0,137,PVNT,ucrain,F,gaze_fw,1012
0,137,PVNT,ucrain,F,gaze_ic,3
0,137,PVNT,ucrain,F,gaze_lm,0
0,137,PVNT,ucrain,F,gaze_lmopt,34
0,137,PVNT,ucrain,F,gaze_tm,0
0,137,PVNT,ucrain,F,gaze_tmopt,0
0,137,PVNT,ucrain,F,none,22
0,138,PVNT,ucrain,F,total,1228
0,138,PVNT,ucrain,F,gaze_fw,1070
0,138,PVNT,ucrain,F,gaze_ic,0
0,138,PVNT,ucrain,F,gaze_lm,49
0,138,PVNT,ucrain,F,gaze_lmopt,59
0,138,PVNT,ucrain,F,gaze_tm,73
0,138,PVNT,ucrain,F,gaze_tmopt,77
0,138,PVNT,ucrain,F,none,23
0,139,PVNT,ucrain,F,total,1092
0,139,PVNT,ucrain,F,gaze_fw,830
0,139,PVNT,ucrain,F,gaze_ic,89
0,139,PVNT,ucrain,F,gaze_lm,29
0,139,PVNT,ucrain,F,gaze_lmopt,111
0,139,PVNT,ucrain,F,gaze_tm,8
0,139,PVNT,ucrain,F,gaze_tmopt,12
0,139,PVNT,ucrain,F,none,53
0,140,PVNT,ucrain,B,total,0
0,140,PVNT,ucrain,B,gaze_fw,0
0,140,PVNT,ucrain,B,gaze_ic,0
0,140,PVNT,ucrain,B,gaze_lm,0
0,140,PVNT,ucrain,B,gaze_lmopt,0
0,140,PVNT,ucrain,B,gaze_tm,0
0,140,PVNT,ucrain,B,gaze_tmopt,0
0,140,PVNT,ucrain,B,none,0
0,141,PVNT,ucrain,B,total,1056
0,141,PVNT,ucrain,B,gaze_fw,307
0,141,PVNT,ucrain,B,gaze_ic,244
0,141,PVNT,ucrain,B,gaze_lm,0
0,141,PVNT,ucrain,B,gaze_lmopt,0
0,141,PVNT,ucrain,B,gaze_tm,453
0,141,PVNT,ucrain,B,gaze_tmopt,457
0,141,PVNT,ucrain,B,none,52
0,142,PVNT,ucrain,B,total,1200
0,142,PVNT,ucrain,B,gaze_fw,427
0,142,PVNT,ucrain,B,gaze_ic,332
0,142,PVNT,ucrain,B,gaze_lm,0
0,142,PVNT,ucrain,B,gaze_lmopt,0
0,142,PVNT,ucrain,B,gaze_tm,276
0,142,PVNT,ucrain,B,gaze_tmopt,336
0,142,PVNT,ucrain,B,none,135
0,143,PVNT,ucrain,B,total,1540
0,143,PVNT,ucrain,B,gaze_fw,693
0,143,PVNT,ucrain,B,gaze_ic,232
0,143,PVNT,ucrain,B,gaze_lm,0
0,143,PVNT,ucrain,B,gaze_lmopt,0
0,143,PVNT,ucrain,B,gaze_tm,470
0,143,PVNT,ucrain,B,gaze_tmopt,516
0,143,PVNT,ucrain,B,none,113
0,126,PVNT,noucrain,F,total,1024
0,126,PVNT,noucrain,F,gaze_fw,826
0,126,PVNT,noucrain,F,gaze_ic,44
0,126,PVNT,noucrain,F,gaze_lm,11
0,126,PVNT,noucrain,F,gaze_lmopt,42
0,126,PVNT,noucrain,F,gaze_tm,63
0,126,PVNT,noucrain,F,gaze_tmopt,92
0,126,PVNT,noucrain,F,none,52
0,127,PVNT,noucrain,F,total,0
0,127,PVNT,noucrain,F,gaze_fw,0
0,127,PVNT,noucrain,F,gaze_ic,0
0,127,PVNT,noucrain,F,gaze_lm,0
0,127,PVNT,noucrain,F,gaze_lmopt,0
0,127,PVNT,noucrain,F,gaze_tm,0
0,127,PVNT,noucrain,F,gaze_tmopt,0
0,127,PVNT,noucrain,F,none,0
0,128,PVNT,noucrain,F,total,1172
0,128,PVNT,noucrain,F,gaze_fw,1142
0,128,PVNT,noucrain,F,gaze_ic,6
0,128,PVNT,noucrain,F,gaze_lm,0
0,128,PVNT,noucrain,F,gaze_lmopt,0
0,128,PVNT,noucrain,F,gaze_tm,0
0,128,PVNT,noucrain,F,gaze_tmopt,0
0,128,PVNT,noucrain,F,none,25
0,129,PVNT,noucrain,F,total,1112
0,129,PVNT,noucrain,F,gaze_fw,1061
0,129,PVNT,noucrain,F,gaze_ic,33
0,129,PVNT,noucrain,F,gaze_lm,0
0,129,PVNT,noucrain,F,gaze_lmopt,0
0,129,PVNT,noucrain,F,gaze_tm,0
0,129,PVNT,noucrain,F,gaze_tmopt,0
0,129,PVNT,noucrain,F,none,19
0,130,PVNT,noucrain,F,total,1112
0,130,PVNT,noucrain,F,gaze_fw,1101
0,130,PVNT,noucrain,F,gaze_ic,10
0,130,PVNT,noucrain,F,gaze_lm,0
0,130,PVNT,noucrain,F,gaze_lmopt,0
0,130,PVNT,noucrain,F,gaze_tm,0
0,130,PVNT,noucrain,F,gaze_tmopt,0
0,130,PVNT,noucrain,F,none,3
0,131,PVNT,noucrain,B,total,0
0,131,PVNT,noucrain,B,gaze_fw,0
0,131,PVNT,noucrain,B,gaze_ic,0
0,131,PVNT,noucrain,B,gaze_lm,0
0,131,PVNT,noucrain,B,gaze_lmopt,0
0,131,PVNT,noucrain,B,gaze_tm,0
0,131,PVNT,noucrain,B,gaze_tmopt,0
0,131,PVNT,noucrain,B,none,0
0,132,PVNT,noucrain,B,total,1081
0,132,PVNT,noucrain,B,gaze_fw,822
0,132,PVNT,noucrain,B,gaze_ic,0
0,132,PVNT,noucrain,B,gaze_lm,0
0,132,PVNT,noucrain,B,gaze_lmopt,0
0,132,PVNT,noucrain,B,gaze_tm,10
0,132,PVNT,noucrain,B,gaze_tmopt,73
0,132,PVNT,noucrain,B,none,189
0,133,PVNT,noucrain,B,total,1204
0,133,PVNT,noucrain,B,gaze_fw,1056
0,133,PVNT,noucrain,B,gaze_ic,0
0,133,PVNT,noucrain,B,gaze_lm,0
0,133,PVNT,noucrain,B,gaze_lmopt,0
0,133,PVNT,noucrain,B,gaze_tm,7
0,133,PVNT,noucrain,B,gaze_tmopt,71
0,133,PVNT,noucrain,B,none,79
0,134,PVNT,noucrain,B,total,1227
0,134,PVNT,noucrain,B,gaze_fw,565
0,134,PVNT,noucrain,B,gaze_ic,52
0,134,PVNT,noucrain,B,gaze_lm,0
0,134,PVNT,noucrain,B,gaze_lmopt,0
0,134,PVNT,noucrain,B,gaze_tm,42
0,134,PVNT,noucrain,B,gaze_tmopt,392
0,134,PVNT,noucrain,B,none,219
0,344,OYWO,nouctun,FL,total,1032
0,344,OYWO,nouctun,FL,gaze_fw,888
0,344,OYWO,nouctun,FL,gaze_ic,136
0,344,OYWO,nouctun,FL,gaze_lm,0
0,344,OYWO,nouctun,FL,gaze_lmopt,0
0,344,OYWO,nouctun,FL,gaze_tm,0
0,344,OYWO,nouctun,FL,gaze_tmopt,0
0,344,OYWO,nouctun,FL,none,9
0,345,OYWO,nouctun,FR,total,1093
0,345,OYWO,nouctun,FR,gaze_fw,986
0,345,OYWO,nouctun,FR,gaze_ic,86
0,345,OYWO,nouctun,FR,gaze_lm,0
0,345,OYWO,nouctun,FR,gaze_lmopt,0
0,345,OYWO,nouctun,FR,gaze_tm,0
0,345,OYWO,nouctun,FR,gaze_tmopt,0
0,345,OYWO,nouctun,FR,none,22
0,346,OYWO,nouctun,FL,total,1156
0,346,OYWO,nouctun,FL,gaze_fw,909
0,346,OYWO,nouctun,FL,gaze_ic,215
0,346,OYWO,nouctun,FL,gaze_lm,0
0,346,OYWO,nouctun,FL,gaze_lmopt,0
0,346,OYWO,nouctun,FL,gaze_tm,0
0,346,OYWO,nouctun,FL,gaze_tmopt,0
0,346,OYWO,nouctun,FL,none,33
0,347,OYWO,nouctun,BL,total,1136
0,347,OYWO,nouctun,BL,gaze_fw,882
0,347,OYWO,nouctun,BL,gaze_ic,225
0,347,OYWO,nouctun,BL,gaze_lm,0
0,347,OYWO,nouctun,BL,gaze_lmopt,0
0,347,OYWO,nouctun,BL,gaze_tm,0
0,347,OYWO,nouctun,BL,gaze_tmopt,0
0,347,OYWO,nouctun,BL,none,30
0,348,OYWO,nouctun,BR,total,1068
0,348,OYWO,nouctun,BR,gaze_fw,912
0,348,OYWO,nouctun,BR,gaze_ic,129
0,348,OYWO,nouctun,BR,gaze_lm,0
0,348,OYWO,nouctun,BR,gaze_lmopt,0
0,348,OYWO,nouctun,BR,gaze_tm,0
0,348,OYWO,nouctun,BR,gaze_tmopt,0
0,348,OYWO,nouctun,BR,none,28
0,349,OYWO,nouctun,FRs,total,370
0,349,OYWO,nouctun,FRs,gaze_fw,292
0,349,OYWO,nouctun,FRs,gaze_ic,65
0,349,OYWO,nouctun,FRs,gaze_lm,0
0,349,OYWO,nouctun,FRs,gaze_lmopt,0
0,349,OYWO,nouctun,FRs,gaze_tm,0
0,349,OYWO,nouctun,FRs,gaze_tmopt,0
0,349,OYWO,nouctun,FRs,none,15
0,350,OYWO,nouctun,FL,total,1107
0,350,OYWO,nouctun,FL,gaze_fw,886
0,350,OYWO,nouctun,FL,gaze_ic,124
0,350,OYWO,nouctun,FL,gaze_lm,0
0,350,OYWO,nouctun,FL,gaze_lmopt,0
0,350,OYWO,nouctun,FL,gaze_tm,0
0,350,OYWO,nouctun,FL,gaze_tmopt,0
0,350,OYWO,nouctun,FL,none,99
0,351,OYWO,nouctun,BL,total,1212
0,351,OYWO,nouctun,BL,gaze_fw,1004
0,351,OYWO,nouctun,BL,gaze_ic,169
0,351,OYWO,nouctun,BL,gaze_lm,0
0,351,OYWO,nouctun,BL,gaze_lmopt,0
0,351,OYWO,nouctun,BL,gaze_tm,0
0,351,OYWO,nouctun,BL,gaze_tmopt,0
0,351,OYWO,nouctun,BL,none,40
0,352,OYWO,nouctun,FRs,total,370
0,352,OYWO,nouctun,FRs,gaze_fw,340
0,352,OYWO,nouctun,FRs,gaze_ic,2
0,352,OYWO,nouctun,FRs,gaze_lm,0
0,352,OYWO,nouctun,FRs,gaze_lmopt,0
0,352,OYWO,nouctun,FRs,gaze_tm,0
0,352,OYWO,nouctun,FRs,gaze_tmopt,0
0,352,OYWO,nouctun,FRs,none,28
0,353,OYWO,nouctun,BR,total,1040
0,353,OYWO,nouctun,BR,gaze_fw,933
0,353,OYWO,nouctun,BR,gaze_ic,80
0,353,OYWO,nouctun,BR,gaze_lm,0
0,353,OYWO,nouctun,BR,gaze_lmopt,0
0,353,OYWO,nouctun,BR,gaze_tm,0
0,353,OYWO,nouctun,BR,gaze_tmopt,0
0,353,OYWO,nouctun,BR,none,28
0,354,OYWO,nouctun,BL,total,1064
0,354,OYWO,nouctun,BL,gaze_fw,849
0,354,OYWO,nouctun,BL,gaze_ic,156
0,354,OYWO,nouctun,BL,gaze_lm,0
0,354,OYWO,nouctun,BL,gaze_lmopt,0
0,354,OYWO,nouctun,BL,gaze_tm,0
0,354,OYWO,nouctun,BL,gaze_tmopt,0
0,354,OYWO,nouctun,BL,none,60
0,355,OYWO,nouctun,BR,total,857
0,355,OYWO,nouctun,BR,gaze_fw,773
0,355,OYWO,nouctun,BR,gaze_ic,60
0,355,OYWO,nouctun,BR,gaze_lm,0
0,355,OYWO,nouctun,BR,gaze_lmopt,0
0,355,OYWO,nouctun,BR,gaze_tm,0
0,355,OYWO,nouctun,BR,gaze_tmopt,0
0,355,OYWO,nouctun,BR,none,25
0,356,OYWO,nouctun,FR,total,981
0,356,OYWO,nouctun,FR,gaze_fw,882
0,356,OYWO,nouctun,FR,gaze_ic,80
0,356,OYWO,nouctun,FR,gaze_lm,0
0,356,OYWO,nouctun,FR,gaze_lmopt,0
0,356,OYWO,nouctun,FR,gaze_tm,0
0,356,OYWO,nouctun,FR,gaze_tmopt,0
0,356,OYWO,nouctun,FR,none,20
0,357,OYWO,nouctun,FR,total,0
0,357,OYWO,nouctun,FR,gaze_fw,0
0,357,OYWO,nouctun,FR,gaze_ic,0
0,357,OYWO,nouctun,FR,gaze_lm,0
0,357,OYWO,nouctun,FR,gaze_lmopt,0
0,357,OYWO,nouctun,FR,gaze_tm,0
0,357,OYWO,nouctun,FR,gaze_tmopt,0
0,357,OYWO,nouctun,FR,none,0
0,358,OYWO,uctun,FL,total,1025
0,358,OYWO,uctun,FL,gaze_fw,876
0,358,OYWO,uctun,FL,gaze_ic,121
0,358,OYWO,uctun,FL,gaze_lm,0
0,358,OYWO,uctun,FL,gaze_lmopt,0
0,358,OYWO,uctun,FL,gaze_tm,0
0,358,OYWO,uctun,FL,gaze_tmopt,0
0,358,OYWO,uctun,FL,none,29
0,359,OYWO,uctun,FR,total,1128
0,359,OYWO,uctun,FR,gaze_fw,1053
0,359,OYWO,uctun,FR,gaze_ic,76
0,359,OYWO,uctun,FR,gaze_lm,0
0,359,OYWO,uctun,FR,gaze_lmopt,0
0,359,OYWO,uctun,FR,gaze_tm,0
0,359,OYWO,uctun,FR,gaze_tmopt,0
0,359,OYWO,uctun,FR,none,0
0,360,OYWO,uctun,FL,total,1088
0,360,OYWO,uctun,FL,gaze_fw,1005
0,360,OYWO,uctun,FL,gaze_ic,61
0,360,OYWO,uctun,FL,gaze_lm,0
0,360,OYWO,uctun,FL,gaze_lmopt,0
0,360,OYWO,uctun,FL,gaze_tm,0
0,360,OYWO,uctun,FL,gaze_tmopt,0
0,360,OYWO,uctun,FL,none,23
0,361,OYWO,uctun,BL,total,1124
0,361,OYWO,uctun,BL,gaze_fw,895
0,361,OYWO,uctun,BL,gaze_ic,66
0,361,OYWO,uctun,BL,gaze_lm,0
0,361,OYWO,uctun,BL,gaze_lmopt,0
0,361,OYWO,uctun,BL,gaze_tm,33
0,361,OYWO,uctun,BL,gaze_tmopt,148
0,361,OYWO,uctun,BL,none,20
0,362,OYWO,uctun,BR,total,1119
0,362,OYWO,uctun,BR,gaze_fw,518
0,362,OYWO,uctun,BR,gaze_ic,203
0,362,OYWO,uctun,BR,gaze_lm,0
0,362,OYWO,uctun,BR,gaze_lmopt,94
0,362,OYWO,uctun,BR,gaze_tm,75
0,362,OYWO,uctun,BR,gaze_tmopt,141
0,362,OYWO,uctun,BR,none,192
0,363,OYWO,uctun,FRs,total,382
0,363,OYWO,uctun,FRs,gaze_fw,383
0,363,OYWO,uctun,FRs,gaze_ic,0
0,363,OYWO,uctun,FRs,gaze_lm,0
0,363,OYWO,uctun,FRs,gaze_lmopt,0
0,363,OYWO,uctun,FRs,gaze_tm,0
0,363,OYWO,uctun,FRs,gaze_tmopt,0
0,363,OYWO,uctun,FRs,none,0
0,364,OYWO,uctun,FL,total,1088
0,364,OYWO,uctun,FL,gaze_fw,893
0,364,OYWO,uctun,FL,gaze_ic,182
0,364,OYWO,uctun,FL,gaze_lm,0
0,364,OYWO,uctun,FL,gaze_lmopt,0
0,364,OYWO,uctun,FL,gaze_tm,0
0,364,OYWO,uctun,FL,gaze_tmopt,0
0,364,OYWO,uctun,FL,none,15
0,365,OYWO,uctun,BL,total,1168
0,365,OYWO,uctun,BL,gaze_fw,965
0,365,OYWO,uctun,BL,gaze_ic,83
0,365,OYWO,uctun,BL,gaze_lm,0
0,365,OYWO,uctun,BL,gaze_lmopt,0
0,365,OYWO,uctun,BL,gaze_tm,64
0,365,OYWO,uctun,BL,gaze_tmopt,90
0,365,OYWO,uctun,BL,none,31
0,366,OYWO,uctun,FRs,total,414
0,366,OYWO,uctun,FRs,gaze_fw,415
0,366,OYWO,uctun,FRs,gaze_ic,0
0,366,OYWO,uctun,FRs,gaze_lm,0
0,366,OYWO,uctun,FRs,gaze_lmopt,0
0,366,OYWO,uctun,FRs,gaze_tm,0
0,366,OYWO,uctun,FRs,gaze_tmopt,0
0,366,OYWO,uctun,FRs,none,0
0,367,OYWO,uctun,BR,total,1080
0,367,OYWO,uctun,BR,gaze_fw,770
0,367,OYWO,uctun,BR,gaze_ic,99
0,367,OYWO,uctun,BR,gaze_lm,0
0,367,OYWO,uctun,BR,gaze_lmopt,0
0,367,OYWO,uctun,BR,gaze_tm,89
0,367,OYWO,uctun,BR,gaze_tmopt,89
0,367,OYWO,uctun,BR,none,123
0,368,OYWO,uctun,BL,total,1858
0,368,OYWO,uctun,BL,gaze_fw,1627
0,368,OYWO,uctun,BL,gaze_ic,154
0,368,OYWO,uctun,BL,gaze_lm,0
0,368,OYWO,uctun,BL,gaze_lmopt,0
0,368,OYWO,uctun,BL,gaze_tm,24
0,368,OYWO,uctun,BL,gaze_tmopt,45
0,368,OYWO,uctun,BL,none,33
0,369,OYWO,uctun,BR,total,1120
0,369,OYWO,uctun,BR,gaze_fw,912
0,369,OYWO,uctun,BR,gaze_ic,93
0,369,OYWO,uctun,BR,gaze_lm,0
0,369,OYWO,uctun,BR,gaze_lmopt,0
0,369,OYWO,uctun,BR,gaze_tm,4
0,369,OYWO,uctun,BR,gaze_tmopt,94
0,369,OYWO,uctun,BR,none,23
0,370,OYWO,uctun,FR,total,1239
0,370,OYWO,uctun,FR,gaze_fw,1128
0,370,OYWO,uctun,FR,gaze_ic,67
0,370,OYWO,uctun,FR,gaze_lm,0
0,370,OYWO,uctun,FR,gaze_lmopt,0
0,370,OYWO,uctun,FR,gaze_tm,0
0,370,OYWO,uctun,FR,gaze_tmopt,34
0,370,OYWO,uctun,FR,none,14
0,371,OYWO,uctun,FR,total,1044
0,371,OYWO,uctun,FR,gaze_fw,1025
0,371,OYWO,uctun,FR,gaze_ic,0
0,371,OYWO,uctun,FR,gaze_lm,0
0,371,OYWO,uctun,FR,gaze_lmopt,0
0,371,OYWO,uctun,FR,gaze_tm,0
0,371,OYWO,uctun,FR,gaze_tmopt,0
0,371,OYWO,uctun,FR,none,20
0,153,OYWO,ucrain,F,total,1024
0,153,OYWO,ucrain,F,gaze_fw,507
0,153,OYWO,ucrain,F,gaze_ic,370
0,153,OYWO,ucrain,F,gaze_lm,0
0,153,OYWO,ucrain,F,gaze_lmopt,18
0,153,OYWO,ucrain,F,gaze_tm,0
0,153,OYWO,ucrain,F,gaze_tmopt,0
0,153,OYWO,ucrain,F,none,130
0,154,OYWO,ucrain,F,total,0
0,154,OYWO,ucrain,F,gaze_fw,0
0,154,OYWO,ucrain,F,gaze_ic,0
0,154,OYWO,ucrain,F,gaze_lm,0
0,154,OYWO,ucrain,F,gaze_lmopt,0
0,154,OYWO,ucrain,F,gaze_tm,0
0,154,OYWO,ucrain,F,gaze_tmopt,0
0,154,OYWO,ucrain,F,none,0
0,155,OYWO,ucrain,F,total,1128
0,155,OYWO,ucrain,F,gaze_fw,936
0,155,OYWO,ucrain,F,gaze_ic,132
0,155,OYWO,ucrain,F,gaze_lm,0
0,155,OYWO,ucrain,F,gaze_lmopt,0
0,155,OYWO,ucrain,F,gaze_tm,0
0,155,OYWO,ucrain,F,gaze_tmopt,0
0,155,OYWO,ucrain,F,none,61
0,156,OYWO,ucrain,F,total,1025
0,156,OYWO,ucrain,F,gaze_fw,805
0,156,OYWO,ucrain,F,gaze_ic,176
0,156,OYWO,ucrain,F,gaze_lm,0
0,156,OYWO,ucrain,F,gaze_lmopt,0
0,156,OYWO,ucrain,F,gaze_tm,0
0,156,OYWO,ucrain,F,gaze_tmopt,0
0,156,OYWO,ucrain,F,none,45
0,157,OYWO,ucrain,F,total,1080
0,157,OYWO,ucrain,F,gaze_fw,715
0,157,OYWO,ucrain,F,gaze_ic,245
0,157,OYWO,ucrain,F,gaze_lm,0
0,157,OYWO,ucrain,F,gaze_lmopt,0
0,157,OYWO,ucrain,F,gaze_tm,0
0,157,OYWO,ucrain,F,gaze_tmopt,0
0,157,OYWO,ucrain,F,none,122
0,158,OYWO,ucrain,B,total,0
0,158,OYWO,ucrain,B,gaze_fw,0
0,158,OYWO,ucrain,B,gaze_ic,0
0,158,OYWO,ucrain,B,gaze_lm,0
0,158,OYWO,ucrain,B,gaze_lmopt,0
0,158,OYWO,ucrain,B,gaze_tm,0
0,158,OYWO,ucrain,B,gaze_tmopt,0
0,158,OYWO,ucrain,B,none,0
0,159,OYWO,ucrain,B,total,1073
0,159,OYWO,ucrain,B,gaze_fw,707
0,159,OYWO,ucrain,B,gaze_ic,103
0,159,OYWO,ucrain,B,gaze_lm,0
0,159,OYWO,ucrain,B,gaze_lmopt,0
0,159,OYWO,ucrain,B,gaze_tm,25
0,159,OYWO,ucrain,B,gaze_tmopt,230
